time,close,open,high,low,volume
2016/10/04 06:00:00,102.919,101.662,102.976,101.588,35560
2016/10/05 06:00:00,103.513,102.933,103.678,102.676,28762
2016/10/06 06:00:00,103.969,103.579,104.174,103.357,24704
2016/10/07 06:00:00,102.953,104.014,104.061,102.868,53519
2016/10/10 06:00:00,103.624,103.344,103.798,102.82,21792
2016/10/11 06:00:00,103.529,103.693,104.082,103.182,31361
2016/10/12 06:00:00,104.223,103.519,104.49,103.291,32219
2016/10/13 06:00:00,103.712,104.295,104.643,103.345,41093
2016/10/14 06:00:00,104.209,103.714,104.488,103.62,37413
2016/10/17 06:00:00,103.898,104.377,104.402,103.796,27988
2016/10/18 06:00:00,103.875,103.943,104.209,103.69,22578
2016/10/19 06:00:00,103.458,103.893,103.959,103.174,22237
2016/10/20 06:00:00,103.964,103.484,104.115,103.353,25845
2016/10/21 06:00:00,103.856,103.964,104.213,103.53,22180
2016/10/24 06:00:00,104.195,103.869,104.331,103.73,19171
2016/10/25 06:00:00,104.235,104.188,104.882,104.124,24583
2016/10/26 06:00:00,104.49,104.256,104.626,104.033,25842
2016/10/27 06:00:00,105.299,104.478,105.357,104.307,26286
2016/10/28 06:00:00,104.758,105.3,105.544,104.475,39408
2016/10/31 06:00:00,104.838,104.485,105.239,104.461,28165
2016/11/01 06:00:00,104.172,104.859,105.124,103.806,39368
2016/11/02 06:00:00,103.322,104.162,104.18,103.028,49741
2016/11/03 06:00:00,102.989,103.325,103.451,102.559,43429
2016/11/04 06:00:00,103.164,103.018,103.362,102.842,38552
2016/11/07 07:00:00,104.494,104.151,104.637,103.829,39150
2016/11/08 07:00:00,105.199,104.497,105.203,104.304,31252
2016/11/09 07:00:00,105.678,105.206,105.903,101.205,291027
2016/11/10 07:00:00,106.85,105.709,106.957,104.978,98205
2016/11/11 07:00:00,106.733,106.842,106.943,106.041,71674
2016/11/14 07:00:00,108.441,106.894,108.554,106.751,76997
2016/11/15 07:00:00,109.216,108.443,109.35,107.778,64009
2016/11/16 07:00:00,109.095,109.224,109.765,108.802,55851
2016/11/17 07:00:00,110.165,109.111,110.204,108.562,68663
2016/11/18 07:00:00,110.961,110.187,110.981,109.811,71148
2016/11/21 07:00:00,110.873,110.954,111.375,110.473,79666
2016/11/22 07:00:00,111.164,110.845,111.367,110.285,71547
2016/11/23 07:00:00,112.547,111.198,112.988,110.862,55554
2016/11/24 07:00:00,113.378,112.582,113.544,112.405,52518
2016/11/25 07:00:00,113.303,113.374,113.911,112.568,80158
2016/11/28 07:00:00,111.946,112.866,113.001,111.369,79207
2016/11/29 07:00:00,112.41,111.995,113.352,111.632,64601
2016/11/30 07:00:00,114.475,112.4,114.553,112.071,82558
2016/12/01 07:00:00,114.116,114.462,114.837,113.842,79086
2016/12/02 07:00:00,113.565,114.172,114.216,113.34,63334
2016/12/05 07:00:00,113.877,113.37,114.784,112.895,83060
2016/12/06 07:00:00,114.036,113.873,114.196,113.512,40754
2016/12/07 07:00:00,113.78,114.058,114.415,113.424,36128
2016/12/08 07:00:00,114.047,113.834,114.387,113.137,68932
2016/12/09 07:00:00,115.37,114.052,115.408,114.022,47730
2016/12/12 07:00:00,115.039,115.425,116.134,114.865,54436
2016/12/13 07:00:00,115.2,115.04,115.483,114.758,48692
2016/12/14 07:00:00,117.06,115.203,117.41,114.779,71470
2016/12/15 07:00:00,118.202,117.094,118.676,117.027,94662
2016/12/16 07:00:00,117.963,118.257,118.435,117.478,63354
2016/12/19 07:00:00,117.117,117.985,117.991,116.559,60781
2016/12/20 07:00:00,117.892,117.121,118.251,116.999,51742
2016/12/21 07:00:00,117.575,117.918,118.078,117.118,39423
2016/12/22 07:00:00,117.564,117.574,117.889,117.278,31512
2016/12/23 07:00:00,117.383,117.579,117.672,117.182,20251
2016/12/27 07:00:00,117.437,117.141,117.629,117.141,23464
2016/12/28 07:00:00,117.278,117.488,117.822,117.066,25824
2016/12/29 07:00:00,116.555,117.19,117.265,116.24,44420
2016/12/30 07:00:00,117.067,116.621,117.208,116.059,68410
2017/01/03 07:00:00,117.761,117.312,118.624,117.232,55375
2017/01/04 07:00:00,117.264,117.77,118.198,117.065,59221
2017/01/05 07:00:00,115.382,117.302,117.443,115.226,101604
2017/01/06 07:00:00,117.032,115.39,117.192,115.082,76916
2017/01/09 07:00:00,116.073,117.033,117.543,115.966,59420
2017/01/10 07:00:00,115.788,115.823,116.354,115.206,75082
2017/01/11 07:00:00,115.426,115.785,116.89,114.253,116584
2017/01/12 07:00:00,114.736,115.421,115.536,113.764,102070
2017/01/13 07:00:00,114.548,114.74,115.454,114.222,78997
2017/01/16 07:00:00,114.222,114.363,114.527,113.64,62596
2017/01/17 07:00:00,112.625,114.22,114.293,112.619,96803
2017/01/18 07:00:00,114.646,112.632,114.776,112.589,69535
2017/01/19 07:00:00,114.877,114.694,115.634,114.412,84943
2017/01/20 07:00:00,114.635,114.879,115.394,114.221,95675
2017/01/23 07:00:00,112.713,114.645,114.645,112.713,87359
2017/01/24 07:00:00,113.801,112.686,113.904,112.534,65116
2017/01/25 07:00:00,113.306,113.81,114.002,113.05,62160
2017/01/26 07:00:00,114.551,113.3,114.867,113.062,64989
2017/01/27 07:00:00,115.144,114.596,115.386,114.401,58748
2017/01/30 07:00:00,113.791,114.801,114.972,113.457,60604
2017/01/31 07:00:00,112.813,113.794,113.971,112.091,89100
2017/02/01 07:00:00,113.268,112.816,113.961,112.659,74528
2017/02/02 07:00:00,112.818,113.244,113.377,112.064,68892
2017/02/03 07:00:00,112.646,112.858,113.538,112.323,74325
2017/02/06 07:00:00,111.756,112.536,112.788,111.63,56437
2017/02/07 07:00:00,112.416,111.758,112.59,111.604,47037
2017/02/08 07:00:00,111.944,112.414,112.553,111.639,51423
2017/02/09 07:00:00,113.267,111.993,113.356,111.758,50242
2017/02/10 07:00:00,113.277,113.3,113.871,112.874,54249
2017/02/13 07:00:00,113.747,113.596,114.178,113.444,40861
2017/02/14 07:00:00,114.279,113.778,114.508,113.257,50203
2017/02/15 07:00:00,114.165,114.277,114.962,113.876,47976
2017/02/16 07:00:00,113.255,114.169,114.333,113.089,48997
2017/02/17 07:00:00,112.859,113.293,113.513,112.627,42119
2017/02/20 07:00:00,113.129,112.915,113.246,112.802,24739
2017/02/21 07:00:00,113.693,113.119,113.787,113.106,31664
2017/02/22 07:00:00,113.334,113.699,113.745,112.914,44651
2017/02/23 07:00:00,112.637,113.36,113.471,112.56,38535
2017/02/24 07:00:00,112.179,112.631,112.964,111.945,35884
2017/02/27 07:00:00,112.701,112.226,112.851,111.928,43902
2017/02/28 07:00:00,112.803,112.764,112.913,111.695,95019
2017/03/01 07:00:00,113.737,112.782,114.081,112.757,134539
2017/03/02 07:00:00,114.418,113.753,114.606,113.694,84062
2017/03/03 07:00:00,114.055,114.424,114.765,113.82,99613
2017/03/06 07:00:00,113.906,113.943,114.157,113.565,62628
2017/03/07 07:00:00,113.991,113.906,114.164,113.736,52633
2017/03/08 07:00:00,114.399,114.021,114.765,113.619,73263
2017/03/09 07:00:00,114.977,114.355,115.012,114.34,84417
2017/03/10 07:00:00,114.808,114.969,115.512,114.662,101780
2017/03/13 06:00:00,114.89,114.772,114.936,114.488,64637
2017/03/14 06:00:00,114.758,114.899,115.2,114.524,64698
2017/03/15 06:00:00,113.393,114.805,114.889,113.181,96228
2017/03/16 06:00:00,113.319,113.401,113.563,112.916,91324
2017/03/17 06:00:00,112.756,113.328,113.503,112.57,61964
2017/03/20 06:00:00,112.569,112.732,112.905,112.463,50467
2017/03/21 06:00:00,111.734,112.58,112.876,111.55,91070
2017/03/22 06:00:00,111.169,111.741,111.808,110.739,111182
2017/03/23 06:00:00,110.942,111.168,111.586,110.634,114211
2017/03/24 06:00:00,111.355,110.949,111.493,110.634,96563
2017/03/27 06:00:00,110.678,110.952,111.075,110.121,88211
2017/03/28 06:00:00,111.153,110.662,111.209,110.189,70222
2017/03/29 06:00:00,111.06,111.224,111.326,110.722,70233
2017/03/30 06:00:00,111.935,111.052,111.953,110.95,75744
2017/03/31 06:00:00,111.406,111.931,112.213,111.251,83106
2017/04/03 06:00:00,110.912,111.494,111.601,110.862,71453
2017/04/04 06:00:00,110.749,110.972,110.975,110.279,77717
2017/04/05 06:00:00,110.707,110.768,111.48,110.546,89771
2017/04/06 06:00:00,110.816,110.707,111.153,110.297,90898
2017/04/07 06:00:00,111.101,110.812,111.378,110.143,141656
2017/04/10 06:00:00,110.943,111.136,111.587,110.812,65360
2017/04/11 06:00:00,109.618,110.97,110.984,109.612,81966
2017/04/12 06:00:00,109.035,109.642,109.878,108.97,98325
2017/04/13 06:00:00,109.117,109.063,109.399,108.737,84730
2017/04/14 06:00:00,108.696,109.214,109.266,108.567,73558
2017/04/17 06:00:00,108.913,108.801,109.062,108.137,62785
2017/04/18 06:00:00,108.446,108.909,109.233,108.332,84479
2017/04/19 06:00:00,108.865,108.444,109.187,108.389,68745
2017/04/20 06:00:00,109.324,108.88,109.5,108.728,72245
2017/04/21 06:00:00,109.117,109.342,109.432,108.887,66812
2017/04/24 06:00:00,109.782,110.661,110.681,109.671,99361
2017/04/25 06:00:00,111.115,109.795,111.196,109.605,69492
2017/04/26 06:00:00,111.079,111.101,111.79,110.88,105392
2017/04/27 06:00:00,111.274,111.081,111.61,111.034,83264
2017/04/28 06:00:00,111.559,111.286,111.727,111.077,72231
2017/05/01 06:00:00,111.85,111.331,111.941,111.22,56950
2017/05/02 06:00:00,112.003,111.853,112.315,111.788,62245
2017/05/03 06:00:00,112.773,112.003,112.79,111.973,63701
2017/05/04 06:00:00,112.474,112.8,113.058,112.325,75773
2017/05/05 06:00:00,112.736,112.471,112.826,112.1,75063
2017/05/08 06:00:00,113.266,112.989,113.308,112.401,68554
2017/05/09 06:00:00,114.033,113.263,114.34,113.143,61993
2017/05/10 06:00:00,114.298,113.996,114.393,113.633,67662
2017/05/11 06:00:00,113.874,114.299,114.38,113.467,62059
2017/05/12 06:00:00,113.368,113.868,113.965,113.205,63991
2017/05/15 06:00:00,113.82,113.241,113.862,113.184,53830
2017/05/16 06:00:00,113.13,113.807,113.834,112.937,64805
2017/05/17 06:00:00,110.854,113.128,113.177,110.802,116548
2017/05/18 06:00:00,111.497,110.833,111.752,110.247,170971
2017/05/19 06:00:00,111.272,111.584,111.704,111.045,93462
2017/05/22 06:00:00,111.303,111.108,111.618,110.939,67803
2017/05/23 06:00:00,111.798,111.308,111.864,110.874,94408
2017/05/24 06:00:00,111.5,111.793,112.135,111.492,83020
2017/05/25 06:00:00,111.846,111.502,111.957,111.502,60896
2017/05/26 06:00:00,111.354,111.818,111.885,110.885,66697
2017/05/29 06:00:00,111.285,111.326,111.473,111.187,46349
2017/05/30 06:00:00,110.876,111.282,111.365,110.67,65133
2017/05/31 06:00:00,110.794,110.881,111.238,110.488,71357
2017/06/01 06:00:00,111.382,110.762,111.491,110.72,60233
2017/06/02 06:00:00,110.437,111.366,111.721,110.338,76944
2017/06/05 06:00:00,110.487,110.392,110.74,110.32,19334
2017/06/06 06:00:00,109.433,110.482,110.565,109.231,55203
2017/06/07 06:00:00,109.832,109.407,109.894,109.122,60431
2017/06/08 06:00:00,110.046,109.842,110.394,109.391,78051
2017/06/09 06:00:00,110.344,110.09,110.823,109.773,83619
2017/06/12 06:00:00,109.955,110.392,110.452,109.639,50426
2017/06/13 06:00:00,110.075,109.952,110.276,109.835,49011
2017/06/14 06:00:00,109.59,110.073,110.349,108.835,102666
2017/06/15 06:00:00,110.963,109.603,110.988,109.282,82744
2017/06/16 06:00:00,110.937,110.968,111.426,110.651,66339
2017/06/19 06:00:00,111.554,110.953,111.609,110.791,46172
2017/06/20 06:00:00,111.483,111.559,111.8,111.316,56454
2017/06/21 06:00:00,111.39,111.483,111.748,111.078,61804
2017/06/22 06:00:00,111.332,111.408,111.474,110.96,60938
2017/06/23 06:00:00,111.349,111.327,111.442,111.164,44290
2017/06/26 06:00:00,111.879,111.222,111.95,111.196,46569
2017/06/27 06:00:00,112.359,111.853,112.474,111.468,69345
2017/06/28 06:00:00,112.323,112.347,112.421,111.836,90652
2017/06/29 06:00:00,112.177,112.309,112.935,111.817,85237
2017/06/30 06:00:00,112.462,112.219,112.616,111.741,84767
2017/07/03 06:00:00,113.409,112.129,113.482,112.129,55478
2017/07/04 06:00:00,113.303,113.472,113.496,112.746,70894
2017/07/05 06:00:00,113.267,113.29,113.696,112.836,69203
2017/07/06 06:00:00,113.231,113.304,113.476,112.892,68952
2017/07/07 06:00:00,113.978,113.214,114.185,113.111,73531
2017/07/10 06:00:00,114.049,113.924,114.309,113.915,48974
2017/07/11 06:00:00,113.951,114.08,114.505,113.725,57518
2017/07/12 06:00:00,113.182,113.953,113.986,112.939,85694
2017/07/13 06:00:00,113.293,113.17,113.542,112.869,69379
2017/07/14 06:00:00,112.554,113.299,113.583,112.268,70423
2017/07/17 06:00:00,112.633,112.475,112.871,112.339,54401
2017/07/18 06:00:00,112.09,112.633,112.743,111.691,83395
2017/07/19 06:00:00,111.971,112.12,112.242,111.566,64969
2017/07/20 06:00:00,111.938,111.961,112.429,111.49,98723
2017/07/21 06:00:00,111.16,111.947,112.088,111.021,27332
2017/07/24 06:00:00,111.114,111.15,111.326,110.63,24352
2017/07/25 06:00:00,111.901,111.13,111.967,110.836,27516
2017/07/26 06:00:00,111.198,111.931,112.216,111.07,33416
2017/07/27 06:00:00,111.288,111.196,111.72,110.789,37494
2017/07/28 06:00:00,110.733,111.302,111.345,110.558,35124
2017/07/31 06:00:00,110.267,110.696,110.782,110.223,23446
2017/08/01 06:00:00,110.39,110.272,110.596,109.93,31021
2017/08/02 06:00:00,110.752,110.379,110.99,110.293,27301
2017/08/03 06:00:00,110.059,110.726,110.836,109.866,28509
2017/08/04 06:00:00,110.732,110.063,111.058,109.855,27686
2017/08/07 06:00:00,110.757,110.778,110.925,110.655,15592
2017/08/08 06:00:00,110.343,110.801,110.836,110.255,19414
2017/08/09 06:00:00,110.088,110.368,110.379,109.566,31550
2017/08/10 06:00:00,109.22,110.093,110.187,109.16,30372
2017/08/11 06:00:00,109.228,109.227,109.413,108.756,29616
2017/08/14 06:00:00,109.646,109.198,109.809,109.073,22105
2017/08/15 06:00:00,110.692,109.664,110.855,109.622,23277
2017/08/16 06:00:00,110.203,110.681,110.957,110.039,23777
2017/08/17 06:00:00,109.583,110.214,110.382,109.454,38797
2017/08/18 06:00:00,109.234,109.597,109.608,108.612,44955
2017/08/21 06:00:00,108.992,109.436,109.436,108.645,25193
2017/08/22 06:00:00,109.592,108.99,109.663,108.903,21297
2017/08/23 06:00:00,109.052,109.588,109.833,108.931,24506
2017/08/24 06:00:00,109.571,109.05,109.615,108.862,21645
2017/08/25 06:00:00,109.393,109.571,109.856,109.122,30391
2017/08/28 06:00:00,109.265,109.221,109.421,109.032,16756
2017/08/29 06:00:00,109.775,109.28,109.91,108.275,53397
2017/08/30 06:00:00,110.264,109.728,110.448,109.554,28653
2017/08/31 06:00:00,109.989,110.267,110.678,109.889,28179
2017/09/01 06:00:00,110.299,110.025,110.519,109.571,30980
2017/09/04 06:00:00,109.747,109.564,109.941,109.393,19666
2017/09/05 06:00:00,108.824,109.763,109.843,108.641,34133
2017/09/06 06:00:00,109.252,108.833,109.404,108.46,35013
2017/09/07 06:00:00,108.475,109.225,109.291,108.056,37126
2017/09/08 06:00:00,107.868,108.496,108.522,107.326,44041
2017/09/11 06:00:00,109.411,108.253,109.513,108.144,25038
2017/09/12 06:00:00,110.179,109.419,110.26,109.252,26611
2017/09/13 06:00:00,110.502,110.192,110.697,109.911,25348
2017/09/14 06:00:00,110.272,110.531,111.051,110.071,34007
2017/09/15 06:00:00,110.866,110.286,111.341,109.581,39295
2017/09/18 06:00:00,111.584,111.14,111.671,111.011,20910
2017/09/19 06:00:00,111.608,111.587,111.889,111.211,31673
2017/09/20 06:00:00,112.221,111.6,112.54,111.143,36357
2017/09/21 06:00:00,112.509,112.268,112.724,112.142,30912
2017/09/22 06:00:00,112.023,112.517,112.563,111.663,28396
2017/09/25 06:00:00,111.756,112.197,112.538,111.482,33392
2017/09/26 06:00:00,112.26,111.732,112.486,111.506,33267
2017/09/27 06:00:00,112.847,112.254,113.264,112.238,35149
2017/09/28 06:00:00,112.365,112.863,113.217,112.262,33695
2017/09/29 06:00:00,112.572,112.323,112.746,112.22,29535
2017/10/02 06:00:00,112.8,112.721,113.065,112.481,24545
2017/10/03 06:00:00,112.875,112.784,113.202,112.672,24189
2017/10/04 06:00:00,112.784,112.911,112.945,112.329,26188
2017/10/05 06:00:00,112.847,112.78,112.926,112.422,19981
2017/10/06 06:00:00,112.711,112.854,113.446,112.618,28027
2017/10/07 06:00:00,112.696,112.696,112.696,112.696,1
2017/10/09 06:00:00,112.711,112.653,112.751,112.342,10364
2017/10/10 06:00:00,112.476,112.699,112.834,111.997,22180
2017/10/11 06:00:00,112.522,112.48,112.6,112.087,22629
2017/10/12 06:00:00,112.316,112.545,112.545,112.134,21673
2017/10/13 06:00:00,111.909,112.327,112.34,111.694,23097
2017/10/16 06:00:00,112.221,111.81,112.297,111.659,16437
2017/10/17 06:00:00,112.23,112.218,112.486,112.045,17061
2017/10/18 06:00:00,112.962,112.214,113.057,112.143,17726
2017/10/19 06:00:00,112.569,112.947,113.155,112.305,28469
2017/10/20 06:00:00,113.574,112.565,113.589,112.526,27655
2017/10/21 06:00:00,113.558,113.558,113.558,113.558,1
2017/10/23 06:00:00,113.458,113.933,114.107,113.254,23233
2017/10/24 06:00:00,113.943,113.46,114.029,113.263,25600
2017/10/25 06:00:00,113.771,113.927,114.25,113.49,33395
2017/10/26 06:00:00,114.016,113.783,114.089,113.349,30004
2017/10/27 06:00:00,113.748,114.029,114.462,113.654,33646
2017/10/30 06:00:00,113.206,113.766,113.843,113.032,21300
2017/10/31 06:00:00,113.663,113.216,113.739,112.965,20881
2017/11/01 06:00:00,114.208,113.675,114.288,113.618,27408
2017/11/02 06:00:00,114.106,114.232,114.232,113.548,30459
2017/11/03 06:00:00,114.122,114.09,114.435,113.649,20269
2017/11/06 07:00:00,113.735,114.077,114.742,113.706,22832
2017/11/07 07:00:00,114.028,113.719,114.349,113.715,20666
2017/11/08 07:00:00,113.896,114.013,114.086,113.402,20592
2017/11/09 07:00:00,113.493,113.907,114.077,113.099,34831
2017/11/10 07:00:00,113.593,113.519,113.642,113.228,23619
2017/11/13 07:00:00,113.651,113.576,113.72,113.251,17765
2017/11/14 07:00:00,113.484,113.656,113.918,113.317,20375
2017/11/15 07:00:00,112.899,113.492,113.502,112.49,33809
2017/11/16 07:00:00,113.085,112.884,113.338,112.744,22183
2017/11/17 07:00:00,112.186,113.082,113.15,111.954,25825
2017/11/20 07:00:00,112.65,112.186,112.725,111.897,24472
2017/11/21 07:00:00,112.477,112.635,112.71,112.182,19920
2017/11/22 07:00:00,111.247,112.494,112.509,111.15,23030
2017/11/23 07:00:00,111.253,111.264,111.388,111.076,12934
2017/11/24 07:00:00,111.579,111.259,111.64,111.208,16323
2017/11/27 07:00:00,111.133,111.561,111.701,110.851,21695
2017/11/28 07:00:00,111.514,111.208,111.648,110.939,29018
2017/11/29 07:00:00,111.959,111.514,112.156,111.384,29778
2017/11/30 07:00:00,112.563,111.934,112.643,111.744,21876
2017/12/01 07:00:00,112.316,112.577,112.88,111.426,64316
2017/12/04 07:00:00,112.438,112.895,113.095,112.374,28061
2017/12/05 07:00:00,112.634,112.422,112.873,112.387,26948
2017/12/06 07:00:00,112.316,112.618,112.673,112.0,28990
2017/12/07 07:00:00,113.112,112.313,113.164,112.229,22355
2017/12/08 07:00:00,113.522,113.121,113.597,113.089,23295
2017/12/11 07:00:00,113.592,113.582,113.697,113.25,15421
2017/12/12 07:00:00,113.571,113.575,113.758,113.38,15204
2017/12/13 07:00:00,112.569,113.571,113.582,112.47,28817
2017/12/14 07:00:00,112.428,112.569,112.89,112.071,23720
2017/12/15 07:00:00,112.662,112.422,112.75,112.039,23018
2017/12/18 07:00:00,112.571,112.766,112.843,112.319,15917
2017/12/19 07:00:00,112.91,112.582,113.086,112.517,14590
2017/12/20 07:00:00,113.431,112.909,113.474,112.855,15941
2017/12/21 07:00:00,113.36,113.431,113.644,113.21,14860
2017/12/22 07:00:00,113.334,113.37,113.454,113.261,12217
2017/12/26 07:00:00,113.262,113.294,113.363,113.13,7127
2017/12/27 07:00:00,113.386,113.258,113.398,113.156,12155
2017/12/28 07:00:00,112.902,113.248,113.284,112.672,11046
2017/12/29 07:00:00,112.736,112.939,112.978,112.48,12523
2018/01/02 07:00:00,112.32,112.706,112.8,112.065,13308
2018/01/03 07:00:00,112.536,112.324,112.617,112.182,12735
2018/01/04 07:00:00,112.777,112.536,112.87,112.493,13864
2018/01/05 07:00:00,113.097,112.777,113.33,112.732,14500
2018/01/08 07:00:00,113.121,113.171,113.393,112.89,10063
2018/01/09 07:00:00,112.682,113.139,113.188,112.374,18249
2018/01/10 07:00:00,111.463,112.682,112.792,111.278,28551
2018/01/11 07:00:00,111.301,111.473,111.883,111.052,23517
2018/01/12 07:00:00,111.086,111.26,111.703,110.923,27392
2018/01/15 07:00:00,110.577,111.137,111.193,110.339,22591
2018/01/16 07:00:00,110.491,110.586,110.99,110.255,24473
2018/01/17 07:00:00,111.332,110.506,111.354,110.2,29934
2018/01/18 07:00:00,111.146,111.327,111.49,110.702,29252
2018/01/19 07:00:00,110.858,111.109,111.153,110.499,27064
2018/01/22 07:00:00,110.968,110.606,111.232,110.555,19597
2018/01/23 07:00:00,110.332,110.959,111.185,110.259,28609
2018/01/24 07:00:00,109.258,110.353,110.353,108.977,35439
2018/01/25 07:00:00,109.442,109.246,109.71,108.508,54398
2018/01/26 07:00:00,108.651,109.475,109.778,108.291,51101
2018/01/29 07:00:00,108.984,108.744,109.21,108.518,31497
2018/01/30 07:00:00,108.807,108.986,109.213,108.423,37167
2018/01/31 07:00:00,109.206,108.819,109.454,108.605,40522
2018/02/01 07:00:00,109.436,109.235,109.757,109.103,32333
2018/02/02 07:00:00,110.206,109.436,110.491,109.29,43225
2018/02/05 07:00:00,109.165,110.242,110.302,109.003,54584
2018/02/06 07:00:00,109.587,109.158,109.66,108.464,89676
2018/02/07 07:00:00,109.376,109.576,109.726,108.927,45348
2018/02/08 07:00:00,108.774,109.395,109.79,108.59,62572
2018/02/09 07:00:00,108.842,108.772,109.319,108.054,80453
2018/02/12 07:00:00,108.684,108.901,108.904,108.445,29733
2018/02/13 07:00:00,107.842,108.688,108.789,107.417,36108
2018/02/14 07:00:00,107.037,107.85,107.909,106.731,51627
2018/02/15 07:00:00,106.154,106.993,107.036,106.044,47215
2018/02/16 07:00:00,106.334,106.165,106.406,105.556,40418
2018/02/19 07:00:00,106.623,106.374,106.733,106.105,18565
2018/02/20 07:00:00,107.355,106.623,107.384,106.576,25347
2018/02/21 07:00:00,107.801,107.355,107.912,107.292,35743
2018/02/22 07:00:00,106.779,107.801,107.801,106.604,31619
2018/02/23 07:00:00,106.916,106.779,107.144,106.522,23307
2018/02/26 07:00:00,106.972,107.246,107.246,106.383,25851
2018/02/27 07:00:00,107.351,106.964,107.685,106.796,29709
2018/02/28 07:00:00,106.698,107.377,107.536,106.574,28974
2018/03/01 07:00:00,106.271,106.706,107.212,106.171,45731
2018/03/02 07:00:00,105.783,106.265,106.306,105.258,42333
2018/03/05 07:00:00,106.232,105.492,106.247,105.357,30823
2018/03/06 07:00:00,106.143,106.232,106.47,105.863,29786
2018/03/07 07:00:00,106.099,106.179,106.254,105.466,38976
2018/03/08 07:00:00,106.252,106.119,106.323,105.901,25170
2018/03/09 07:00:00,106.856,106.236,107.062,106.192,31652
2018/03/12 06:00:00,106.439,106.692,106.981,106.323,21737
2018/03/13 06:00:00,106.605,106.46,107.305,106.263,30463
2018/03/14 06:00:00,106.353,106.611,106.756,106.073,26680
2018/03/15 06:00:00,106.363,106.34,106.421,105.795,27160
2018/03/16 06:00:00,106.036,106.401,106.416,105.612,23307
2018/03/19 06:00:00,106.123,105.955,106.314,105.686,27026
2018/03/20 06:00:00,106.561,106.123,106.614,105.938,26521
2018/03/21 06:00:00,106.076,106.561,106.65,105.888,30847
2018/03/22 06:00:00,105.308,106.072,106.1,105.268,43764
2018/03/23 06:00:00,104.778,105.376,105.381,104.655,51109
2018/03/26 06:00:00,105.428,104.7,105.489,104.651,28999
2018/03/27 06:00:00,105.364,105.443,105.911,105.334,30266
2018/03/28 06:00:00,106.879,105.373,107.018,105.343,40059
2018/03/29 06:00:00,106.468,106.894,106.941,106.273,25799
2018/03/30 06:00:00,106.324,106.481,106.552,106.133,10555
2018/04/02 06:00:00,105.932,106.279,106.456,105.669,23273
2018/04/03 06:00:00,106.647,105.933,106.666,105.702,28109
2018/04/04 06:00:00,106.802,106.662,106.855,105.999,31968
2018/04/05 06:00:00,107.411,106.802,107.499,106.72,21819
2018/04/06 06:00:00,106.967,107.446,107.466,106.785,40095
2018/04/09 06:00:00,106.82,107.006,107.21,106.626,21284
2018/04/10 06:00:00,107.232,106.82,107.405,106.627,29076
2018/04/11 06:00:00,106.824,107.258,107.272,106.658,23970
2018/04/12 06:00:00,107.371,106.824,107.436,106.71,21598
2018/04/13 06:00:00,107.395,107.362,107.788,107.213,20360
2018/04/16 06:00:00,107.146,107.553,107.617,107.044,17444
2018/04/17 06:00:00,107.037,107.158,107.22,106.892,14939
2018/04/18 06:00:00,107.266,107.036,107.392,107.012,14742
2018/04/19 06:00:00,107.395,107.277,107.523,107.191,18707
2018/04/20 06:00:00,107.691,107.418,107.865,107.371,18799
2018/04/23 06:00:00,108.737,107.828,108.761,107.675,18803
2018/04/24 06:00:00,108.846,108.737,109.209,108.55,20990
